Time (seconds)	TX1 (dB)	TX2 (dB)	TX3 (dB)	TX4 (dB)	TX5 (dB)	TX6 (dB)	TX7 (dB)	TX8 (dB)	
8.0333	-67.7346+0.7504i	-78.7033+0.7504i	-77.3671+0.7504i	-93.4062+0.7504i	-67.5505+0.7504i	-80.8459+0.7504i	-57.4773+0.7504i	-92.2875+0.7504i
8.0500	-67.4635+0.7504i	-79.2779+0.7504i	-77.3054+0.7504i	-93.2416+0.7504i	-67.6692+0.7504i	-82.0073+0.7504i	-57.5575+0.7504i	-92.2801+0.7504i
8.0667	-67.2386+0.7504i	-79.8473+0.7504i	-77.2562+0.7504i	-93.0734+0.7504i	-67.7630+0.7504i	-83.2009+0.7504i	-57.6378+0.7504i	-92.2709+0.7504i
8.0833	-67.0628+0.7504i	-80.4223+0.7504i	-77.2170+0.7504i	-92.9054+0.7504i	-67.8205+0.7504i	-84.3943+0.7504i	-57.7167+0.7504i	-92.2599+0.7504i
8.1000	-66.9264+0.7504i	-81.0081+0.7504i	-77.1816+0.7504i	-92.7376+0.7504i	-67.8413+0.7504i	-85.5647+0.7504i	-57.7968+0.7504i	-92.2461+0.7504i
8.1167	-66.8104+0.7504i	-81.5971+0.7504i	-77.1400+0.7504i	-92.5639+0.7504i	-67.8315+0.7504i	-86.6792+0.7504i	-57.8812+0.7504i	-92.2290+0.7504i
8.1333	-66.7067+0.7504i	-82.1673+0.7504i	-77.1320+0.7504i	-92.4479+0.7504i	-67.8043+0.7504i	-87.7100+0.7504i	-57.9695+0.7504i	-92.2082+0.7504i
8.1500	-66.6214+0.7504i	-82.7019+0.7504i	-77.1364+0.7504i	-92.3571+0.7504i	-67.7738+0.7504i	-88.6581+0.7504i	-58.0610+0.7504i	-92.1849+0.7504i
8.1667	-66.5701+0.7504i	-83.1969+0.7504i	-77.1708+0.7504i	-92.3141+0.7504i	-67.7440+0.7504i	-89.5306+0.7504i	-58.1566+0.7504i	-92.1613+0.7504i
8.1833	-66.5482+0.7504i	-83.6163+0.7504i	-77.1773+0.7504i	-92.2606+0.7504i	-67.7299+0.7504i	-90.2318+0.7504i	-58.2553+0.7504i	-92.1396+0.7504i
8.2000	-66.5386+0.7504i	-83.8988+0.7504i	-77.1764+0.7504i	-92.2109+0.7504i	-67.7365+0.7504i	-90.7247+0.7504i	-58.3539+0.7504i	-92.1209+0.7504i
8.2167	-66.5281+0.7504i	-83.9976+0.7504i	-77.1666+0.7504i	-92.1625+0.7504i	-67.7588+0.7504i	-91.0751+0.7504i	-58.4467+0.7504i	-92.1054+0.7504i
8.2333	-66.5188+0.7504i	-83.9293+0.7504i	-77.1476+0.7504i	-92.1159+0.7504i	-67.7888+0.7504i	-91.3413+0.7504i	-58.5294+0.7504i	-92.0924+0.7504i
8.2500	-66.5276+0.7504i	-83.7643+0.7504i	-77.1255+0.7504i	-92.0753+0.7504i	-67.8149+0.7504i	-91.4872+0.7504i	-58.6012+0.7504i	-92.0810+0.7504i
8.2667	-66.5650+0.7504i	-83.5478+0.7504i	-77.1093+0.7504i	-92.0518+0.7504i	-67.8238+0.7504i	-91.4059+0.7504i	-58.6632+0.7504i	-92.0707+0.7504i
8.2833	-66.6276+0.7504i	-83.2851+0.7504i	-77.0964+0.7504i	-92.0296+0.7504i	-67.8140+0.7504i	-91.0153+0.7504i	-58.7089+0.7504i	-92.0646+0.7504i
8.3000	-66.7021+0.7504i	-82.9652+0.7504i	-77.0904+0.7504i	-92.0176+0.7504i	-67.7887+0.7504i	-90.2782+0.7504i	-58.7625+0.7504i	-92.0617+0.7504i
8.3167	-66.7700+0.7504i	-82.5775+0.7504i	-77.0912+0.7504i	-92.0183+0.7504i	-67.7654+0.7504i	-89.1826+0.7504i	-58.8301+0.7504i	-92.0662+0.7504i
8.3333	-66.8070+0.7504i	-82.1021+0.7504i	-77.0922+0.7504i	-92.0225+0.7504i	-67.7773+0.7504i	-87.7426+0.7504i	-58.9064+0.7504i	-92.0825+0.7504i
8.3500	-66.8002+0.7504i	-81.5340+0.7504i	-77.0863+0.7504i	-92.0209+0.7504i	-67.8305+0.7504i	-86.1612+0.7504i	-58.9809+0.7504i	-92.1118+0.7504i
8.3667	-66.7435+0.7504i	-80.8688+0.7504i	-77.0684+0.7504i	-92.0051+0.7504i	-67.9177+0.7504i	-84.6662+0.7504i	-59.0389+0.7504i	-92.1513+0.7504i
8.3833	-66.6460+0.7504i	-80.1141+0.7504i	-77.0357+0.7504i	-91.9698+0.7504i	-68.0396+0.7504i	-83.4339+0.7504i	-59.0412+0.7504i	-92.2117+0.7504i
8.4000	-66.5387+0.7504i	-79.3101+0.7504i	-76.9910+0.7504i	-91.9187+0.7504i	-68.2048+0.7504i	-82.5567+0.7504i	-58.9526+0.7504i	-92.2992+0.7504i
8.4167	-66.4569+0.7504i	-78.5065+0.7504i	-76.9404+0.7504i	-91.8604+0.7504i	-68.4035+0.7504i	-82.0739+0.7504i	-58.7558+0.7504i	-92.4253+0.7504i
8.4333	-66.4260+0.7504i	-77.7458+0.7504i	-76.8888+0.7504i	-91.8021+0.7504i	-68.6050+0.7504i	-81.9759+0.7504i	-58.4742+0.7504i	-92.5986+0.7504i
8.4500	-66.4587+0.7504i	-77.0508+0.7504i	-76.8431+0.7504i	-91.7530+0.7504i	-68.7727+0.7504i	-82.2110+0.7504i	-58.1269+0.7504i	-92.8657+0.7504i
8.4667	-66.5586+0.7504i	-76.4348+0.7504i	-76.8057+0.7504i	-91.7155+0.7504i	-68.8841+0.7504i	-82.6974+0.7504i	-57.8093+0.7504i	-93.1512+0.7504i
8.4833	-66.7119+0.7504i	-75.9059+0.7504i	-76.7649+0.7504i	-91.6767+0.7504i	-68.9242+0.7504i	-83.3234+0.7504i	-57.5530+0.7504i	-93.4303+0.7504i
8.5000	-66.8922+0.7504i	-75.4662+0.7504i	-76.7211+0.7504i	-91.6373+0.7504i	-68.8865+0.7504i	-83.9613+0.7504i	-57.3679+0.7504i	-93.6930+0.7504i
8.5167	-67.0731+0.7504i	-75.1202+0.7504i	-76.6791+0.7504i	-91.6007+0.7504i	-68.7858+0.7504i	-84.5421+0.7504i	-57.2490+0.7504i	-93.9407+0.7504i
8.5333	-67.2359+0.7504i	-74.8805+0.7504i	-76.6448+0.7504i	-91.5695+0.7504i	-68.6698+0.7504i	-85.1287+0.7504i	-57.1807+0.7504i	-94.1698+0.7504i
8.5500	-67.3982+0.7504i	-74.7945+0.7504i	-76.6233+0.7504i	-91.5467+0.7504i	-68.5996+0.7504i	-86.2335+0.7504i	-57.1486+0.7504i	-94.3581+0.7504i
8.5667	-67.5358+0.7504i	-74.7151+0.7504i	-76.6135+0.7504i	-91.5318+0.7504i	-68.5917+0.7504i	-87.2576+0.7504i	-57.1444+0.7504i	-94.4754+0.7504i
8.5833	-67.6931+0.7504i	-74.6750+0.7504i	-76.6115+0.7504i	-91.5231+0.7504i	-68.6474+0.7504i	-88.4395+0.7504i	-57.1652+0.7504i	-94.5042+0.7504i
8.6000	-67.8609+0.7504i	-74.6801+0.7504i	-76.6142+0.7504i	-91.5200+0.7504i	-68.7427+0.7504i	-89.7534+0.7504i	-57.2113+0.7504i	-94.4523+0.7504i
8.6167	-68.0210+0.7504i	-74.7516+0.7504i	-76.6197+0.7504i	-91.5221+0.7504i	-68.8381+0.7504i	-91.2261+0.7504i	-57.2856+0.7504i	-94.3436+0.7504i
8.6333	-68.1601+0.7504i	-74.9033+0.7504i	-76.6271+0.7504i	-91.5291+0.7504i	-68.8978+0.7504i	-92.8229+0.7504i	-57.3889+0.7504i	-94.2009+0.7504i
8.6500	-68.2576+0.7504i	-75.1438+0.7504i	-76.6373+0.7504i	-91.5414+0.7504i	-68.9088+0.7504i	-94.4777+0.7504i	-57.5169+0.7504i	-94.0378+0.7504i
8.6667	-68.2966+0.7504i	-75.4902+0.7504i	-76.6535+0.7504i	-91.5604+0.7504i	-68.8930+0.7504i	-96.0897+0.7504i	-57.6619+0.7504i	-93.8612+0.7504i
8.6833	-68.2723+0.7504i	-75.9652+0.7504i	-76.6772+0.7504i	-91.5866+0.7504i	-68.8928+0.7504i	-97.6253+0.7504i	-57.8167+0.7504i	-93.6746+0.7504i
8.7000	-68.2134+0.7504i	-76.5595+0.7504i	-76.7047+0.7504i	-91.6173+0.7504i	-68.9356+0.7504i	-99.0191+0.7504i	-57.9817+0.7504i	-93.4834+0.7504i
8.7167	-68.1621+0.7504i	-77.1897+0.7504i	-76.7310+0.7504i	-91.6493+0.7504i	-69.0122+0.7504i	-100.0102+0.7504i	-58.1611+0.7504i	-93.2947+0.7504i
8.7333	-68.1459+0.7504i	-77.7372+0.7504i	-76.7567+0.7504i	-91.6813+0.7504i	-69.0998+0.7504i	-100.2402+0.7504i	-58.3544+0.7504i	-93.1133+0.7504i
8.7500	-68.1666+0.7504i	-78.1244+0.7504i	-76.7868+0.7504i	-91.7152+0.7504i	-69.1819+0.7504i	-99.5905+0.7504i	-58.5528+0.7504i	-92.9387+0.7504i
8.7667	-68.2106+0.7504i	-78.3691+0.7504i	-76.8235+0.7504i	-91.7519+0.7504i	-69.2441+0.7504i	-98.2224+0.7504i	-58.7475+0.7504i	-92.7693+0.7504i
8.7833	-68.2563+0.7504i	-78.5439+0.7504i	-76.8616+0.7504i	-91.7891+0.7504i	-69.2770+0.7504i	-96.3892+0.7504i	-58.9258+0.7504i	-92.6124+0.7504i
8.8000	-68.2878+0.7504i	-78.7021+0.7504i	-76.8948+0.7504i	-91.8242+0.7504i	-69.2817+0.7504i	-94.3363+0.7504i	-59.0288+0.7504i	-92.5125+0.7504i
8.8167	-68.3028+0.7504i	-78.8413+0.7504i	-76.9209+0.7504i	-91.8556+0.7504i	-69.2833+0.7504i	-92.2708+0.7504i	-59.0944+0.7504i	-92.4357+0.7504i
8.8333	-68.3129+0.7504i	-78.9349+0.7504i	-76.9406+0.7504i	-91.8826+0.7504i	-69.3148+0.7504i	-90.3578+0.7504i	-59.1184+0.7504i	-92.3789+0.7504i
8.8500	-68.3337+0.7504i	-78.9633+0.7504i	-76.9538+0.7504i	-91.9043+0.7504i	-69.3903+0.7504i	-88.7009+0.7504i	-59.1006+0.7504i	-92.3412+0.7504i
8.8667	-68.3695+0.7504i	-78.9117+0.7504i	-76.9613+0.7504i	-91.9199+0.7504i	-69.4836+0.7504i	-87.3520+0.7504i	-59.0423+0.7504i	-92.3236+0.7504i
8.8833	-68.4148+0.7504i	-78.7460+0.7504i	-76.9656+0.7504i	-91.9310+0.7504i	-69.5532+0.7504i	-86.3651+0.7504i	-59.0120+0.7504i	-92.3204+0.7504i
8.9000	-68.4634+0.7504i	-78.4553+0.7504i	-76.9706+0.7504i	-91.9394+0.7504i	-69.5672+0.7504i	-85.7966+0.7504i	-58.9345+0.7504i	-92.3263+0.7504i
8.9167	-68.5289+0.7504i	-78.0892+0.7504i	-76.9764+0.7504i	-91.9466+0.7504i	-69.5103+0.7504i	-85.6658+0.7504i	-58.8509+0.7504i	-92.3353+0.7504i
8.9333	-68.6344+0.7504i	-77.7330+0.7504i	-76.9803+0.7504i	-91.9516+0.7504i	-69.3772+0.7504i	-85.9369+0.7504i	-58.7656+0.7504i	-92.3455+0.7504i
8.9500	-68.7881+0.7504i	-77.4455+0.7504i	-76.9804+0.7504i	-91.9537+0.7504i	-69.1801+0.7504i	-86.4974+0.7504i	-58.6880+0.7504i	-92.3560+0.7504i
8.9667	-68.9955+0.7504i	-77.2166+0.7504i	-76.9779+0.7504i	-91.9555+0.7504i	-68.9282+0.7504i	-87.1011+0.7504i	-58.6281+0.7504i	-92.3656+0.7504i
8.9833	-69.2142+0.7504i	-77.0437+0.7504i	-76.9767+0.7504i	-91.9604+0.7504i	-68.6393+0.7504i	-87.4914+0.7504i	-58.5924+0.7504i	-92.3716+0.7504i
9.0000	-69.4351+0.7504i	-76.8857+0.7504i	-76.9803+0.7504i	-91.9715+0.7504i	-68.3270+0.7504i	-87.4082+0.7504i	-58.5810+0.7504i	-92.3724+0.7504i
9.0167	-69.6580+0.7504i	-76.7153+0.7504i	-76.9888+0.7504i	-91.9900+0.7504i	-68.0090+0.7504i	-86.6962+0.7504i	-58.5880+0.7504i	-92.3655+0.7504i
9.0333	-69.8725+0.7504i	-76.5235+0.7504i	-77.0016+0.7504i	-92.0150+0.7504i	-67.6994+0.7504i	-85.3606+0.7504i	-58.6128+0.7504i	-92.3499+0.7504i
9.0500	-70.0734+0.7504i	-76.3106+0.7504i	-77.0260+0.7504i	-92.0362+0.7504i	-67.4042+0.7504i	-83.6045+0.7504i	-58.6479+0.7504i	-92.3271+0.7504i
9.0667	-70.2786+0.7504i	-76.0676+0.7504i	-77.0588+0.7504i	-92.0531+0.7504i	-67.1286+0.7504i	-81.7503+0.7504i	-58.7104+0.7504i	-92.3001+0.7504i
9.0833	-70.5377+0.7504i	-75.7837+0.7504i	-77.0989+0.7504i	-92.0653+0.7504i	-66.8754+0.7504i	-80.0858+0.7504i	-58.6991+0.7504i	-92.2765+0.7504i
9.1000	-70.8917+0.7504i	-75.4987+0.7504i	-77.1452+0.7504i	-92.0738+0.7504i	-66.6559+0.7504i	-78.7740+0.7504i	-58.6231+0.7504i	-92.2573+0.7504i
9.1167	-71.0980+0.7504i	-75.4636+0.7504i	-77.1958+0.7504i	-92.0812+0.7504i	-66.4813+0.7504i	-77.8405+0.7504i	-58.4920+0.7504i	-92.2436+0.7504i
9.1333	-71.1241+0.7504i	-75.6146+0.7504i	-77.2498+0.7504i	-92.0924+0.7504i	-66.3582+0.7504i	-77.2294+0.7504i	-58.3269+0.7504i	-92.2364+0.7504i
9.1500	-70.9192+0.7504i	-75.9464+0.7504i	-77.3087+0.7504i	-92.1138+0.7504i	-66.2885+0.7504i	-76.8545+0.7504i	-58.1545+0.7504i	-92.2361+0.7504i
9.1667	-70.5288+0.7504i	-76.4435+0.7504i	-77.3627+0.7504i	-92.1286+0.7504i	-66.2744+0.7504i	-76.6303+0.7504i	-57.9918+0.7504i	-92.2399+0.7504i
9.1833	-70.0345+0.7504i	-77.0833+0.7504i	-77.4297+0.7504i	-92.1833+0.7504i	-66.3105+0.7504i	-76.4888+0.7504i	-57.8402+0.7504i	-92.2463+0.7504i
9.2000	-69.5115+0.7504i	-77.8316+0.7504i	-77.5306+0.7504i	-92.3258+0.7504i	-66.3780+0.7504i	-76.3898+0.7504i	-57.7002+0.7504i	-92.2520+0.7504i
9.2167	-69.0229+0.7504i	-78.6561+0.7504i	-77.6325+0.7504i	-92.5234+0.7504i	-66.4480+0.7504i	-76.3291+0.7504i	-57.5716+0.7504i	-92.2559+0.7504i
9.2333	-68.6142+0.7504i	-79.5344+0.7504i	-77.7169+0.7504i	-92.7457+0.7504i	-66.5090+0.7504i	-76.3292+0.7504i	-57.4543+0.7504i	-92.2591+0.7504i
9.2500	-68.2890+0.7504i	-80.4223+0.7504i	-77.7777+0.7504i	-92.9733+0.7504i	-66.5625+0.7504i	-76.4249+0.7504i	-57.3510+0.7504i	-92.2639+0.7504i
9.2667	-68.0108+0.7504i	-81.2630+0.7504i	-77.8105+0.7504i	-93.1890+0.7504i	-66.6097+0.7504i	-76.6315+0.7504i	-57.2699+0.7504i	-92.2711+0.7504i
9.2833	-67.7409+0.7504i	-82.0133+0.7504i	-77.8137+0.7504i	-93.3826+0.7504i	-66.6622+0.7504i	-76.9445+0.7504i	-57.2195+0.7504i	-92.2796+0.7504i
9.3000	-67.4682+0.7504i	-82.6528+0.7504i	-77.7897+0.7504i	-93.5453+0.7504i	-66.7349+0.7504i	-77.3509+0.7504i	-57.2029+0.7504i	-92.2881+0.7504i
9.3167	-67.2044+0.7504i	-83.1599+0.7504i	-77.7450+0.7504i	-93.6658+0.7504i	-66.8224+0.7504i	-77.8260+0.7504i	-57.2149+0.7504i	-92.2959+0.7504i
9.3333	-66.9679+0.7504i	-83.5251+0.7504i	-77.6890+0.7504i	-93.7335+0.7504i	-66.9002+0.7504i	-78.3457+0.7504i	-57.2447+0.7504i	-92.3038+0.7504i
9.3500	-66.7728+0.7504i	-83.7695+0.7504i	-77.6297+0.7504i	-93.7440+0.7504i	-66.9503+0.7504i	-78.9378+0.7504i	-57.2829+0.7504i	-92.3132+0.7504i
9.3667	-66.6215+0.7504i	-83.9337+0.7504i	-77.5716+0.7504i	-93.7028+0.7504i	-66.9742+0.7504i	-79.5922+0.7504i	-57.3269+0.7504i	-92.3238+0.7504i
9.3833	-66.5018+0.7504i	-84.0309+0.7504i	-77.5162+0.7504i	-93.6194+0.7504i	-66.9787+0.7504i	-80.3360+0.7504i	-57.3755+0.7504i	-92.3369+0.7504i
9.4000	-66.4087+0.7504i	-84.0717+0.7504i	-77.4647+0.7504i	-93.5046+0.7504i	-66.9654+0.7504i	-81.1871+0.7504i	-57.4411+0.7504i	-92.3435+0.7504i
9.4167	-66.3479+0.7504i	-84.0751+0.7504i	-77.4192+0.7504i	-93.3708+0.7504i	-66.9384+0.7504i	-82.1166+0.7504i	-57.5172+0.7504i	-92.3466+0.7504i
9.4333	-66.3241+0.7504i	-84.0435+0.7504i	-77.3809+0.7504i	-93.2299+0.7504i	-66.9092+0.7504i	-83.0805+0.7504i	-57.6024+0.7504i	-92.3470+0.7504i
9.4500	-66.3288+0.7504i	-83.9480+0.7504i	-77.3476+0.7504i	-93.0864+0.7504i	-66.8901+0.7504i	-84.0712+0.7504i	-57.6991+0.7504i	-92.3435+0.7504i
9.4667	-66.3552+0.7504i	-83.7818+0.7504i	-77.3134+0.7504i	-92.9386+0.7504i	-66.8791+0.7504i	-85.1149+0.7504i	-57.8075+0.7504i	-92.3354+0.7504i
9.4833	-66.3979+0.7504i	-83.5689+0.7504i	-77.2699+0.7504i	-92.7812+0.7504i	-66.8693+0.7504i	-86.2326+0.7504i	-57.9202+0.7504i	-92.3245+0.7504i
9.5000	-66.4421+0.7504i	-83.3212+0.7504i	-77.2248+0.7504i	-92.6321+0.7504i	-66.8660+0.7504i	-87.4240+0.7504i	-58.0345+0.7504i	-92.3134+0.7504i
9.5167	-66.4687+0.7504i	-83.0237+0.7504i	-77.1830+0.7504i	-92.5013+0.7504i	-66.8761+0.7504i	-88.6347+0.7504i	-58.1535+0.7504i	-92.3052+0.7504i
9.5333	-66.4684+0.7504i	-82.6736+0.7504i	-77.1506+0.7504i	-92.3966+0.7504i	-66.8972+0.7504i	-89.7534+0.7504i	-58.2830+0.7504i	-92.3011+0.7504i
9.5500	-66.4547+0.7504i	-82.3009+0.7504i	-77.1199+0.7504i	-92.3420+0.7504i	-66.9240+0.7504i	-90.6525+0.7504i	-58.4227+0.7504i	-92.2998+0.7504i
9.5667	-66.4478+0.7504i	-81.9284+0.7504i	-77.0972+0.7504i	-92.3100+0.7504i	-66.9576+0.7504i	-91.2508+0.7504i	-58.5670+0.7504i	-92.3005+0.7504i
9.5833	-66.4577+0.7504i	-81.5531+0.7504i	-77.0844+0.7504i	-92.2915+0.7504i	-67.0056+0.7504i	-91.5769+0.7504i	-58.7108+0.7504i	-92.3040+0.7504i
9.6000	-66.4729+0.7504i	-81.1412+0.7504i	-77.0748+0.7504i	-92.2854+0.7504i	-67.0759+0.7504i	-91.7780+0.7504i	-58.8530+0.7504i	-92.3117+0.7504i
9.6167	-66.4835+0.7504i	-80.6670+0.7504i	-77.0642+0.7504i	-92.2840+0.7504i	-67.1765+0.7504i	-92.1420+0.7504i	-58.9910+0.7504i	-92.3245+0.7504i
9.6333	-66.4919+0.7504i	-80.1273+0.7504i	-77.0505+0.7504i	-92.2803+0.7504i	-67.3000+0.7504i	-92.9091+0.7504i	-59.1202+0.7504i	-92.3425+0.7504i
9.6500	-66.5122+0.7504i	-79.5594+0.7504i	-77.0344+0.7504i	-92.2713+0.7504i	-67.4232+0.7504i	-93.9741+0.7504i	-59.2357+0.7504i	-92.3644+0.7504i
9.6667	-66.5499+0.7504i	-79.0066+0.7504i	-77.0173+0.7504i	-92.2572+0.7504i	-67.5256+0.7504i	-94.9178+0.7504i	-59.3374+0.7504i	-92.3889+0.7504i
9.6833	-66.5971+0.7504i	-78.4712+0.7504i	-77.0001+0.7504i	-92.2390+0.7504i	-67.6039+0.7504i	-95.4400+0.7504i	-59.4188+0.7504i	-92.4157+0.7504i
9.7000	-66.6509+0.7504i	-77.9328+0.7504i	-76.9839+0.7504i	-92.2179+0.7504i	-67.6697+0.7504i	-95.5951+0.7504i	-59.5047+0.7504i	-92.4416+0.7504i
9.7167	-66.7217+0.7504i	-77.3737+0.7504i	-76.9693+0.7504i	-92.1958+0.7504i	-67.7425+0.7504i	-95.5219+0.7504i	-59.4923+0.7504i	-92.4774+0.7504i
9.7333	-66.8196+0.7504i	-76.7885+0.7504i	-76.9570+0.7504i	-92.1742+0.7504i	-67.8345+0.7504i	-95.3419+0.7504i	-59.3187+0.7504i	-92.5294+0.7504i
9.7500	-66.9435+0.7504i	-76.1776+0.7504i	-76.9475+0.7504i	-92.1543+0.7504i	-67.9479+0.7504i	-95.1653+0.7504i	-59.0568+0.7504i	-92.6081+0.7504i
9.7667	-67.0862+0.7504i	-75.5446+0.7504i	-76.9403+0.7504i	-92.1361+0.7504i	-68.0825+0.7504i	-94.9807+0.7504i	-58.7530+0.7504i	-92.7142+0.7504i
9.7833	-67.2358+0.7504i	-74.9073+0.7504i	-76.9331+0.7504i	-92.1191+0.7504i	-68.2227+0.7504i	-94.5849+0.7504i	-58.4303+0.7504i	-92.8731+0.7504i
9.8000	-67.3637+0.7504i	-74.3065+0.7504i	-76.9219+0.7504i	-92.1009+0.7504i	-68.3404+0.7504i	-93.8702+0.7504i	-58.1399+0.7504i	-93.0696+0.7504i
9.8167	-67.4341+0.7504i	-73.8062+0.7504i	-76.9055+0.7504i	-92.0827+0.7504i	-68.4116+0.7504i	-92.8978+0.7504i	-57.9173+0.7504i	-93.2780+0.7504i
9.8333	-67.4212+0.7504i	-73.4709+0.7504i	-76.8855+0.7504i	-92.0602+0.7504i	-68.4377+0.7504i	-91.7011+0.7504i	-57.7638+0.7504i	-93.4952+0.7504i
9.8500	-67.3078+0.7504i	-73.3310+0.7504i	-76.8665+0.7504i	-92.0348+0.7504i	-68.4381+0.7504i	-90.2438+0.7504i	-57.6793+0.7504i	-93.7138+0.7504i
9.8667	-67.1044+0.7504i	-73.3753+0.7504i	-76.8556+0.7504i	-92.0104+0.7504i	-68.4477+0.7504i	-88.5863+0.7504i	-57.6606+0.7504i	-93.9194+0.7504i
9.8833	-66.8575+0.7504i	-73.5872+0.7504i	-76.8582+0.7504i	-91.9910+0.7504i	-68.4925+0.7504i	-86.8794+0.7504i	-57.6974+0.7504i	-94.0912+0.7504i
9.9000	-66.6335+0.7504i	-73.9817+0.7504i	-76.8736+0.7504i	-91.9751+0.7504i	-68.5716+0.7504i	-85.2438+0.7504i	-57.7727+0.7504i	-94.2056+0.7504i
9.9167	-66.4819+0.7504i	-74.5894+0.7504i	-76.8991+0.7504i	-91.9712+0.7504i	-68.6576+0.7504i	-83.7404+0.7504i	-57.8721+0.7504i	-94.2478+0.7504i
9.9333	-66.4276+0.7504i	-75.4136+0.7504i	-76.9249+0.7504i	-91.9716+0.7504i	-68.7252+0.7504i	-82.4142+0.7504i	-57.9870+0.7504i	-94.2170+0.7504i
9.9500	-66.4649+0.7504i	-76.3923+0.7504i	-76.9423+0.7504i	-91.9712+0.7504i	-68.7678+0.7504i	-81.2962+0.7504i	-58.1105+0.7504i	-94.1251+0.7504i
9.9667	-66.5596+0.7504i	-77.4077+0.7504i	-76.9497+0.7504i	-91.9672+0.7504i	-68.7967+0.7504i	-80.4002+0.7504i	-58.2322+0.7504i	-93.9879+0.7504i
9.9833	-66.6722+0.7504i	-78.3297+0.7504i	-76.9521+0.7504i	-91.9614+0.7504i	-68.8047+0.7504i	-79.7656+0.7504i	-58.3415+0.7504i	-93.8203+0.7504i
10.0000	-66.7768+0.7504i	-79.0873+0.7504i	-76.9533+0.7504i	-91.9565+0.7504i	-68.7601+0.7504i	-79.2732+0.7504i	-58.4389+0.7504i	-93.6365+0.7504i
10.0167	-66.8718+0.7504i	-79.6931+0.7504i	-76.9523+0.7504i	-91.9532+0.7504i	-68.6434+0.7504i	-78.8681+0.7504i	-58.5298+0.7504i	-93.4507+0.7504i
10.0333	-66.9701+0.7504i	-80.2256+0.7504i	-76.9472+0.7504i	-91.9507+0.7504i	-68.4839+0.7504i	-78.5538+0.7504i	-58.6177+0.7504i	-93.2751+0.7504i
10.0500	-67.0972+0.7504i	-80.6667+0.7504i	-76.9394+0.7504i	-91.9482+0.7504i	-68.3453+0.7504i	-78.3667+0.7504i	-58.7101+0.7504i	-93.1095+0.7504i
10.0667	-67.2159+0.7504i	-81.2964+0.7504i	-76.9341+0.7504i	-91.9469+0.7504i	-68.2762+0.7504i	-78.3354+0.7504i	-58.7734+0.7504i	-92.9794+0.7504i
10.0833	-67.3177+0.7504i	-81.9260+0.7504i	-76.9349+0.7504i	-91.9471+0.7504i	-68.2916+0.7504i	-78.4659+0.7504i	-58.8054+0.7504i	-92.8796+0.7504i
10.1000	-67.3793+0.7504i	-82.5168+0.7504i	-76.9418+0.7504i	-91.9480+0.7504i	-68.3676+0.7504i	-78.7242+0.7504i	-58.8224+0.7504i	-92.7926+0.7504i
10.1167	-67.3894+0.7504i	-83.0386+0.7504i	-76.9533+0.7504i	-91.9486+0.7504i	-68.4613+0.7504i	-79.0600+0.7504i	-58.8270+0.7504i	-92.7134+0.7504i
10.1333	-67.3484+0.7504i	-83.4522+0.7504i	-76.9685+0.7504i	-91.9496+0.7504i	-68.5303+0.7504i	-79.4226+0.7504i	-58.8748+0.7504i	-92.6701+0.7504i
10.1500	-67.2775+0.7504i	-83.7441+0.7504i	-76.9847+0.7504i	-91.9515+0.7504i	-68.5664+0.7504i	-79.7491+0.7504i	-58.8986+0.7504i	-92.6338+0.7504i
10.1667	-67.1977+0.7504i	-83.9568+0.7504i	-76.9999+0.7504i	-91.9549+0.7504i	-68.5896+0.7504i	-79.9950+0.7504i	-58.9361+0.7504i	-92.6104+0.7504i
10.1833	-67.1350+0.7504i	-84.1327+0.7504i	-77.0125+0.7504i	-91.9605+0.7504i	-68.6070+0.7504i	-80.0962+0.7504i	-58.9746+0.7504i	-92.5993+0.7504i
10.2000	-67.1096+0.7504i	-84.2758+0.7504i	-77.0221+0.7504i	-91.9685+0.7504i	-68.6045+0.7504i	-80.0541+0.7504i	-59.0286+0.7504i	-92.6001+0.7504i
10.2167	-67.1362+0.7504i	-84.3712+0.7504i	-77.0298+0.7504i	-91.9798+0.7504i	-68.5629+0.7504i	-79.8631+0.7504i	-59.0695+0.7504i	-92.6106+0.7504i
10.2333	-67.2190+0.7504i	-84.4042+0.7504i	-77.0374+0.7504i	-91.9959+0.7504i	-68.4714+0.7504i	-79.5719+0.7504i	-59.0809+0.7504i	-92.6262+0.7504i
10.2500	-67.3434+0.7504i	-84.3501+0.7504i	-77.0474+0.7504i	-92.0176+0.7504i	-68.3268+0.7504i	-79.2153+0.7504i	-59.0580+0.7504i	-92.6424+0.7504i
10.2667	-67.4751+0.7504i	-84.2069+0.7504i	-77.0611+0.7504i	-92.0439+0.7504i	-68.1514+0.7504i	-78.8483+0.7504i	-59.0071+0.7504i	-92.6563+0.7504i
10.2833	-67.6205+0.7504i	-83.9411+0.7504i	-77.0786+0.7504i	-92.0731+0.7504i	-67.9531+0.7504i	-78.4857+0.7504i	-58.9369+0.7504i	-92.6662+0.7504i
10.3000	-67.7946+0.7504i	-83.5873+0.7504i	-77.1001+0.7504i	-92.1029+0.7504i	-67.7556+0.7504i	-78.1178+0.7504i	-58.8728+0.7504i	-92.6769+0.7504i
